text,label
Can this convert money?,33
Why do the top-ups need to be verified?,71
Will a cheque suffice?,58
I couldn't make a transfer,35
Can I change my pin at a cash machine?,21
What is the return policy?,52
"I cannot get to my app, what should I do?",42
There was an extra fee on my account when I got cash.,19
I am upset with your service.  Please delete my account.,55
Where do my available funds come from?,70
Show me how to verify my identity?,69
How can I exchange currencies using your app?,33
Why am I being charged the wrong currency exchange when I purchased something abroad?,17
What do I do after the ATM takes my card.,18
"If someone in a different country sends me money, do I have to pay a fee?",31
My Identity verification hasn't passed yet is it possible to use my account?,74
Should my cash withdrawal still be pending?,46
need my details changed,30
when will my transfer clear,48
I think I am a victim of fraud.  I noticed there was a charge on my account that I didn't do because I haven't touched my card today.  Can you please reverse the charge and refund my money?,28
My card expires next week. How do I get a new one?,9
Can I use my new card?,0
I am on vacation in Spain and think someone saw my pin when… Can I change it at a local ATM?,21
How does it work when I transfer money into my account?,65
Can I have more disposable cards?,29
How can people transfer money to me?,50
Whats the max I can top up,60
"Hey, I attempted to top up my card today and for some reason it didn't work. When I did it the other way it worked just fine. Could you help me figure out why this is happening please?",59
How do I get a refund for something I bought?,52
My card shows a cash withdrawal I don't recognize.,20
Where can I find a list of descriptions the disposable cards have?,29
Which locations can I withdraw money from?,3
$1 charge in transaction.,34
My wallet was taken and I see that someone is using my card!   Please help me!,20
What is the strange cash withdrawal on my statement?,20
When will my pending payment finish?,45
Could you please help me?  I made my rent payment and have double checked that I sent it to the right account.  The person receiving it says he has not received it but it shows complete on my side.,66
"Your system is broken. My transfers keep failing, 5 times now.",35
Do cash withdrawals cost anything?,19
I ordered my card and it isn't here yet. I need it ASAP. When can I expect to get it?,12
I would like to know how my friend would be able to send me money,50
I want to open an account for my children,1
Can I change my PIN remotely?,21
I need to freeze my card as soon as possible. I just checked my account and saw that there have been several payments that I don't recognize over the course of a few days. Can we investigate and get my money back?,16
"The card I thought was lost was just in my jacket, so can I reactivate it since I found it this morning?",13
I submitted a transaction but it was for the incorrect account.,8
I can't input my pin again.,49
"Using your app, would I be able to exchange between USD and GBP?",33
I was informed that transfers were free. I noticed I have a fee but why?,64
It seems like a transfer is pending.,48
An extra pound was charged!,34
Why do you keep declining my payment? I tried several times already with this card and it is just not working.,25
What documents do you need to verify my identity?,69
I am 16 and just started working at McDonalds can I deposit my checks at your bank?,1
How much is it to use my US debit or credit card to top up?,57
From which age can my kids use your service?,1
"I went for a meal in Seattle and paid the bill but I think they charged me twice, the first time they swiped the card I got a notification to say the money had gone out the account but then I added a tip and I think they swiped it all again. Can you refund one of the charges?",63
"top up google pay, is it possible?",2
"I bought a product a week ago, but may need to return it.",52
How do I revert a transaction?,8
I made a payment but it was returned.,53
What is preventing me from adding a specific beneficiary?,7
How long does it take to activate my card?,0
Why was the payment on my card declined?,25
